,0
1250,Mothra vs. Godzilla
1251,The Bargee
1252,The Thin Red Line
1253,The Visit
1254,The Eyes of Annie Jones
1255,Girl with Green Eyes
1256,Signpost to Murder
1257,Black Like Me
1258,The Brass Bottle
1259,Viva Las Vegas
1260,A Distant Trumpet
1261,3 Nuts in Search of a Bolt
1262,The Horror of Party Beach
1263,The New Interns
1264,For Those Who Think Young
1265,Honeymoon Hotel
1266,633 Squadron
1267,The Three Lives of Thomasina
1268,Advance to the Rear
1269,Bedtime Story
1270,McHale's Navy
1271,Wild and Wonderful
1272,Robinson Crusoe on Mars
1273,The Young Lovers
1274,Flipper's New Adventure
1275,The Masque of the Red Death
1276,Robin and the 7 Hoods
1277,Circus World
1278,The Cavern
1279,The Pawnbroker
1280,Island of the Blue Dolphins
1281,The Killers
1282,Lady in a Cage
1283,Bikini Beach
1284,Good Neighbor Sam
1285,Marnie
1286,Shock Treatment
1287,Carry On Spying
1288,"One Potato, Two Potato"
1289,Ride the Wild Surf
1290,The Night of the Iguana
1291,Crooks in Cloisters
1292,A House Is Not a Home
1293,The Patsy
1294,Behold a Pale Horse
1295,Diary of a Bachelor
1296,The Beauty Jungle
1297,I'd Rather Be Rich
1298,The 7th Dawn
1299,Bullet for a Badman
1300,The Comedy Man
1301,The Gospel According to St. Matthew
1302,Lorna
1303,A Fistful of Dollars
1304,The Secret Invasion
1305,Nothing but a Man
1306,Fanny Hill
1307,Lilith
1308,Cheyenne Autumn
1309,The Outrage
1310,Blood on the Arrow
1311,The System
1312,Invitation to a Gunfighter
1313,Send Me No Flowers
1314,The Black Torment
1315,The Lively Set
1316,The Americanization of Emily
1317,Rio Conchos
1318,The Naked Kiss
1319,The Time Travelers
1320,The Train
1321,Kitten with a Whip
1322,Your Cheatin' Heart
1323,Flight to Fury
1324,Fate Is the Hunter
1325,Roustabout
1326,Stage to Thunder Rock
1327,Pajama Party
1328,Back Door to Hell
1329,Goodbye Charlie
1330,Four Days in November
1331,Ensign Pulver
1332,Apache Rifles
1333,Looking for Love
1334,Dear Heart
1335,Kisses for My President
1336,Carry On Cleo
1337,Father Goose
1338,The Golden Head
1339,Raiders from Beneath the Sea
1340,The Disorderly Orderly
1341,Emil and the Detectives
1342,Get Yourself a College Girl
1343,"Kiss Me, Stupid"
1344,The Pleasure Seekers
1345,Sex and the Single Girl
1346,The Night Walker
1347,Adventures of Zatoichi
1348,Ali Baba and the Seven Saracens
1349,The Alive and the Dead
1350,All These Women
1351,Anatomy of a Marriage: My Days with Françoise
1352,The Ape Woman
1353,Assassination
1354,At Midnight I'll Take Your Soul
1355,Atentát
1356,A Trip to the Moon (Chronicle)
1357,Ayee Milan Ki Bela
1358,Ballad in Blue
1359,Before the Revolution
1360,Belarmino
1361,"Black God, White Devil"
1362,Black Peter
1363,Blood and Black Lace
1364,La Bonne Soupe
1365,A Carol for Another Christmas
1366,Castle of Blood
1367,Castle of the Living Dead
1368,The Chairman
1369,Charulata
1370,Circle of Love
1371,The Curse of the Hidden Vault
1372,The Curse of the Mummy's Tomb
1373,Dear John
1374,Devil Doll
1375,Diamonds of the Night
1376,Diary of a Chambermaid
1377,Dog Eat Dog
1378,Dosti
1379,Dr. Sex
1380,Dry Summer
1381,The Earth Dies Screaming
1382,Mister Roberts
1383,El extraño viaje
1384,The Evil of Frankenstein
1385,The Evil Stairs
1386,Face of the Screaming Werewolf
1387,Fantômas
1388,Father of a Soldier
1389,The Fifth Horseman Is Fear
1390,"Fight, Zatoichi, Fight"
1391,First Men in the Moon
1392,The Flower and the Angry Waves
1393,For Men Only
1394,Forest of the Hanged
1395,Gate of Flesh
1396,Gertrud
1397,The Ghost of Sierra de Cobre
1398,The Gorgon
1399,Greed in the Sun
1400,Guns at Batasi
1401,Richard Burton's Hamlet
1402,Hamlet
1403,Haqeeqat
1404,Hide and Seek
1405,High Infidelity
1406,Hot Enough for June
1407,I Am Cuba
1408,Unholy Desire
1409,Italiani brava gente
1410,Joseph Kilian
1411,Joy House
1412,Kwaidan
1413,"Lana, Queen of the Amazons"
1414,The Last Gun
1415,Les Pas perdus
1416,Leader
1417,The Leather Boys
1418,Lemonade Joe
1419,Let's Talk About Women
1420,London in the Raw
1421,The Long Hair of Death
1422,Loving Couples
1423,The Luck of Ginger Coffey
1424,Madu Tiga
1425,The Magnificent Cuckold
1426,Male Companion
1427,Marriage Italian Style
1428,A Married Woman
1429,Men and Women
1430,Murder Most Foul
1431,Night Must Fall
1432,Night Train to Paris
1433,Nightmare
1434,Of Human Bondage
1435,Onibaba
1436,Pale Flower
1437,Panic Button
1438,Point of Order
1439,Psyche 59
1440,"Quick, Before It Melts"
1441,Rattle of a Simple Man
1442,Red Desert
1443,Ring of Spies
1444,Room 13
1445,Sallah Shabati
1446,Sangam
1447,Santa Claus Conquers the Martians
1448,Séance on a Wet Afternoon
1449,Seduced and Abandoned
1450,Shehar Aur Sapna
1451,Sleep
1452,Smokescreen
1453,The Soft Skin
1454,Swedish Wedding Night
1455,T.A.M.I. Show
1456,That Man from Rio
1457,This Is My Street
1458,Those Calloways
1459,Three Outlaw Samurai
1460,La Tía Tula
1461,Tintin and the Blue Oranges
1462,To the Moon and Beyond
1463,The Tomb of Ligeia
1464,Troubled Waters
1465,Two Stage Sisters
1466,The Umbrellas of Cherbourg
1467,The Unvanquished
1468,Weekend at Dunkirk
1469,"Welcome, or No Trespassing"
1470,Where Love Has Gone
1471,Whirlwind
1472,White Voices
1473,Witchcraft
1474,World Without Sun
1475,The World's Most Beautiful Swindlers
1476,Wonderful Life
1477,Yearning
1478,Zatoichi and the Chest of Gold
1479,Zatoichi's Flashing Sword
1480,Zindagi
1481,Woody Woodpecker
1482,Chilly Willy
1483,The Diary of Anne Frank
1484,Eva in Silk
1485,The Dance Goes On
1486,The Paleface
1487,The Secret Life of Walter Mitty
1488,Shane
1489,The Blue Dahlia
1490,The Naked City
1491,Private Detective 62
1492,Notorious
1493,The Pajama Game
1494,Invitation to the Dance
1495,Mystery Woman
1496,Ladies Love Danger
1497,Hans Christian Andersen
1498,The Beautiful and Damned
1499,The Shadow
1500,The Game That Kills
1501,Rope
1502,Suspicion
1503,The Dawn Rider
1504,Paradise Canyon
1505,James Bond
1506,A Damsel in Distress
1507,The Big Broadcast of 1936
1508,Forbidden Planet
1509,Lassie Come Home
1510,The Broadway Melody
1511,Glorifying the American Girl
1512,Kid Millions
1513,Night and Day
1514,High Society
1515,Damn Yankees
1516,Anatomy of a Murder
1517,Night Raiders
1518,D.O.A.
1519,When Worlds Collide
1520,The Terror of Tiny Town
1521,I Accuse My Parents
1522,Rear Window
1523,The Southerner
1524,Lifeboat
1525,Detective Story
1526,Murder at the Vanities
1527,Women in Bondage
1528,East of Sudan
1529,Taggart
1530,"Quick, Let's Get Married"
1531,Dr. Strangelove
1532,Doctor Zhivago
1533,Thunderball
1534,The Great Race
1535,Cat Ballou
1536,Shenandoah
1537,Von Ryan's Express
1538,The Greatest Story Ever Told
1539,London After Midnight
1540,The Divine Woman
1541,Darling
1542,A Thousand Clowns
1543,A Patch of Blue
1544,The Collector
1545,Inside Daisy Clover
1546,Dear Brigitte
1547,Baby the Rain Must Fall
1548,36 Hours
1549,Strange Bedfellows
1550,Sylvia
1551,Lord Jim
1552,Dr. Terror's House of Horrors
1553,Love Has Many Faces
1554,The Rounders
1555,Empire
1556,Nightmare in the Sun
1557,Major Dundee
1558,The Truth About Spring
1559,The Man from Button Willow
1560,In Harm's Way
1561,Bus Riley's Back in Town
1562,Girl Happy
1563,The World of Abbott and Costello
1564,Beach Blanket Bingo
1565,The Satan Bug
1566,Brainstorm
1567,Joy in the Morning
1568,Harlow
1569,Mirage
1570,Up from the Beach
1571,Those Magnificent Men in Their Flying Machines
1572,I'll Take Sweden
1573,Genghis Khan
1574,The Hallelujah Trail
1575,Ski Party
1576,Tickle Me
1577,The Family Jewels
1578,The Sons of Katie Elder
1579,The Hill
1580,The Art of Love
1581,How to Stuff a Wild Bikini
1582,I Saw What You Did
1583,The Amorous Adventures of Moll Flanders
1584,Ship of Fools
1585,Voyage to the Prehistoric Planet
1586,Frankenstein Conquers the World
1587,The Brigand of Kandahar
1588,A Very Special Favor
1589,Catch Us If You Can
1590,The Monkey's Uncle
1591,Sergeant Deadhead
1592,Dr. Who and the Daleks
1593,Morituri
1594,That Funny Feeling
1595,Wild on the Beach
1596,Billie
1597,The Battle of the Villa Fiorita
1598,Operation C.I.A.
1599,The Reward
1600,How to Murder Your Wife
1601,Marriage on the Rocks
1602,Mickey One
1603,Who Killed Teddy Bear
1604,The Agony and the Ecstasy
1605,The Bedford Incident
1606,Situation Hopeless... But Not Serious
1607,The Cincinnati Kid
1608,Sting of Death
1609,King Rat
1610,Never Too Late
1611,Dr. Goldfoot and the Bikini Machine
1612,The War Lord
1613,Bunny Lake Is Missing
1614,For a Few Dollars More
1615,Return from the Ashes
1616,Harum Scarum
1617,Lady L
1618,Carry On Cowboy
1619,"Gamera, the Giant Monster"
1620,The Return of Ringo
1621,The Flight of the Phoenix
1622,Battle of the Bulge
1623,The Spy Who Came In from the Cold
1624,The Slender Thread
1625,Bad Girls Go to Hell
1626,The 10th Victim
1627,The 317th Platoon
1628,Abashiri Prison
1629,Adventures of a Dentist
1630,Les Aventures des Schtroumpfs
1631,The Alphabet Murders
1632,Always Further On
1633,Arzoo
1634,The Ashes
1635,Behind the Mask of Zorro
1636,Black Humor
1637,Black Wind
1638,Boeing Boeing
1639,La Bohème
1640,The Camp Followers
1641,Casanova 70
1642,Chronicle of a Boy Alone
1643,City Under the Sea
1644,La Métamorphose des cloportes
1645,Coast of Skeletons
1646,Cup Fever
1647,Curse of the Fly
1648,Curse of Simba
1649,A Devilish Homicide
1650,Fanatic
1651,Dingaka
1652,Do Not Disturb
1653,The Early Bird
1654,The Eleanor Roosevelt Story
1655,Sytten
1656,The Face of Fu Manchu
1657,Fantômas se déchaîne
1658,Ferry Cross the Mersey
1659,Film
1660,Fists in the Pocket
1661,Funny Things Happen Down Under
1662,Il Gaucho
1663,Gendarme in New York
1664,The Girls on the Beach
1665,The Glory Guys
1666,Goldstein
1667,The Great Sioux Massacre
1668,Guide
1669,Gumnaam
1670,Hands of a Gunfighter
1671,"Harvey Middleman, Fireman"
1672,The Heroes of Telemark
1673,A High Wind in Jamaica
1674,The Hour and Turn of Augusto Matraga
1675,"I, a Woman"
1676,Impossible on Saturday
1677,Inside the Forbidden City
1678,Intimate Lighting
1679,The Ipcress File
1680,Juliet of the Spirits
1681,The Knack ...and How to Get It
1682,The Lace Wars
1683,Licensed to Kill
1684,Life at the Top
1685,The Liquidator
1686,Love and Kisses
1687,Love Meetings
1688,The Loved One
1689,Loves of a Blonde
1690,A Maiden for a Prince
1691,Man Is Not a Bird
1692,Marco the Magnificent
1693,Marvelous Angelique
1694,McHale's Navy Joins the Air Force
1695,Mister Moses
1696,The Money Trap
1697,Mozambique
1698,The Nanny
1699,The Naked Prey
1700,Nightmare Castle
1701,Ninety Degrees in the Shade
1702,None but the Brave
1703,Once a Thief
1704,One Way Pendulum
1705,Operation Crossbow
1706,Operation Y and Shurik's Other Adventures
1707,OSS 117 Mission for a Killer
1708,Othello
1709,Pierrot le Fou
1710,Pinocchio in Outer Space
1711,A Pistol for Ringo
1712,Planet of the Vampires
1713,The Possessed
1714,Promise Her Anything
1715,The Rabbit Is Me
1716,A Rage to Live
1717,The Railroad Man
1718,The Railrodder
1719,Rapture
1720,Răscoala
1721,Red Beard
1722,Red Line 7000
1723,Repulsion
1724,The Return of Mr. Moto
1725,Samurai Spy
1726,Sandra
1727,"São Paulo, Sociedade Anônima"
1728,The Saragossa Manuscript
1729,The Sandpiper
1730,Sands of the Kalahari
1731,Secrets Behind the Wall
1732,Shadows of Forgotten Ancestors
1733,Shakespeare Wallah
1734,The Shameless Old Lady
1735,She
1736,The Shop on Main Street
1737,Simon of the Desert
1738,The Sin
1739,The Skull
1740,Slalom
1741,The Sleeping Car Murders
1742,Story of a Prostitute
1743,A Study in Terror
1744,A Swingin' Summer
1745,Sword of the Beast
1746,Synanon
1747,Tattooed Life
1748,Ten Little Indians
1749,That Man in Istanbul
1750,The Third Day
1751,Thirty Three
1752,Tokyo Olympiad
1753,Town Tamer
1754,Two on a Guillotine
1755,The Uninhibited
1756,Up to His Ears
1757,Victim Five
1758,Waqt
1759,The War Game
1760,Winter Kept Us Warm
1761,Yo Yo
1762,Young Cassidy
1763,Young Dillinger
1764,Zatoichi and the Chess Expert
1765,Zatoichi and the Doomed Man
1766,San Francisco
1767,One Hour with You
1768,No Minor Vices
1769,Casbah
1770,St. Louis Blues
1771,Istanbul
1772,The Flying Deuces
1773,Sons of the Desert
1774,Zapata's Gang
1775,The Merry Widow
1776,The Delicious Little Devil
1777,Anna Karenina
1778,Perfect Strangers
1779,The Last Frontier
1780,Gold
1781,The Show
1782,Alibi Ike
1783,The Spoilers
1784,The Wind
1785,Flesh and the Devil
1786,The Mark of Zorro
1787,A Ship Comes In
1788,The Scarlet Empress
1789,The Last Flight
1790,The Big Country
1791,The Desperate Hours
1792,Vampires of Warsaw
1793,The Little Eagle
1794,Born Yesterday
1795,The Ice Follies of 1939
1796,The Best Years of Our Lives
1797,White Heat
1798,Rebecca
1799,The Women
1800,The Stranger
1801,Citizen Kane
1802,The Kid from Left Field
1803,Africa Screams
1804,Topper
1805,Merrily We Live
1806,Woman of the Year
1807,The Lady from Shanghai
1808,The Devil's Holiday
1809,Hot Saturday
1810,The Heart of Broadway
1811,The College Hero
1812,This Woman Is Dangerous
1813,The Big Trees
1814,Gigi
1815,Such Men Are Dangerous
1816,Born Reckless
1817,The King of Paris
1818,Fanfan la Tulipe
1819,Carmen Jones
1820,Porgy and Bess
1821,It
1822,Shadow of a Doubt
1823,The Geisha Boy
1824,Living in a Big Way
1825,Dr. Cyclops
1826,Opened by Mistake
1827,Here Comes Mr. Jordan
1828,The Major and the Minor
1829,Miss Sadie Thompson
1830,Bad Day at Black Rock
1831,The San Antonio Kid
1832,Sudden Danger
1833,"Sing, Baby, Sing"
1834,Life Begins in College
1835,She Wore a Yellow Ribbon
1836,Three Rooms in Manhattan
1837,Libido
1838,Frankenstein Meets the Space Monster
1839,Look at Life
1840,Misfit
1841,Motorpsycho
1842,The Plastic Dome of Norma Jean
1843,A Man for All Seasons
1844,Hawaii
1845,The Bible: In the Beginning...
1846,The Sand Pebbles
1847,"The Russians Are Coming, the Russians Are Coming"
1848,Grand Prix
1849,The Professionals
1850,Alfie
1851,Georgy Girl
1852,Phool Aur Patthar
1853,The Jungle Book
1854,The Happiest Millionaire
1855,Winnie the Pooh and the Blustery Day
1856,The Fortune Cookie
1857,A Man and a Woman
1858,Questa volta parliamo di uomini
1859,La fuga
1860,The Mandrake
1861,I Knew Her Well
1862,Made in Italy
1863,Seven Golden Men
1864,Con il cuore fermo Sicilia
1865,7 Women
1866,Agent for H.A.R.M.
1867,Dracula: Prince of Darkness
1868,Our Man Flint
1869,The Ghost and Mr. Chicken
1870,Judith
1871,Moment to Moment
1872,The Rare Breed
1873,Made in Paris
1874,Drop Dead Darling
1875,The Silencers
1876,The Chase
1877,Lord Love a Duck
1878,Harper
1879,The Sword of Doom
1880,Blood Bath
1881,The Group
1882,The Oscar
1883,The Magic Serpent
1884,Johnny Reno
1885,Born Free
1886,A Man Could Get Killed
1887,Cast a Giant Shadow
1888,The Trouble with Angels
1889,Frankie and Johnny
1890,The Singing Nun
1891,Django
1892,Hold Me While I'm Naked
1893,Tokyo Drifter
1894,The Dirty Game
1895,Gamera vs. Barugon
1896,Arabesque
1897,Our Man in Marrakesh
1898,Modesty Blaise
1899,The Fat Spy
1900,Destination Inner Space
1901,The Deadly Bees
1902,Au Hasard Balthazar
1903,Blindfold
1904,The Wrong Box
1905,A Big Hand for the Little Lady
1906,The Daydreamer
1907,Fireball 500
1908,The Glass Bottom Boat
1909,"Paradise, Hawaiian Style"
1910,Nevada Smith
1911,Assault on a Queen
1912,Duel at Diablo
1913,The Endless Summer
1914,The Blue Max
1915,Around the World Under the Sea
1916,A Fine Madness
1917,"Walk, Don't Run"
1918,Incident at Phantom Hill
1919,Three on a Couch
1920,How to Steal a Million
1921,Torn Curtain
1922,The Wild Angels
1923,"Lt. Robin Crusoe, U.S.N."
1924,Batman
1925,The War of the Gargantuas
1926,The Man Called Flintstone
1927,This Property Is Condemned
1928,The Idol
1929,Daimajin
1930,Fantastic Voyage
1931,Persona
1932,Waco
1933,The Brides of Fu Manchu
1934,Beau Geste
1935,After the Fox
1936,Kiss the Girls and Make Them Die
1937,Ambush Bay
1938,Lost Command
1939,The Appaloosa
1940,Chelsea Girls
1941,Fahrenheit 451
1942,Seconds
1943,Alvarez Kelly
1944,Mister Buddwing
1945,Any Wednesday
1946,A Funny Thing Happened on the Way to the Forum
1947,The Poppy Is Also a Flower
1948,Spinout
1949,Return of the Seven
1950,Ride in the Whirlwind
1951,The Shooting
1952,10:30 P.M. Summer
1953,Way...Way Out
1954,Texas Across the River
1955,An American Dream
1956,Chamber of Horrors
1957,Nashville Rebel
1958,Chappaqua
1959,Madame X
1960,Penelope
1961,Let's Kill Uncle
1962,Castle of Evil
1963,La Grande Vadrouille
1964,Once Before I Die
1965,Triple Cross
1966,You're a Big Boy Now
1967,Thunderbirds Are Go
1968,"The Good, the Bad and the Ugly"
1969,The Quiller Memorandum
1970,Andrei Rublev
1971,Rage
1972,Blowup
1973,Murderers' Row
1974,Gambit
1975,King of Hearts
1976,Funeral in Berlin
1977,One Million Years B.C.
1978,Aakhri Khat
1979,Alice in Wonderland (1966 TV play)
1980,Amrapali
1981,As Long as You've Got Your Health
1982,The Battle of Algiers
1983,The Big Gundown
1984,"The Birds, the Bees and the Italians"
1985,Birds Do It
1986,Black Girl
1987,Borom Sarret
1988,A Bullet for the General
1989,Cairo 30
1990,Chafed Elbows
1991,Chimes at Midnight
1992,Circus of Fear
1993,Closely Watched Trains
1994,Come Drink with Me
1995,Curse of the Swamp Creature
1996,Cyborg 2087
1997,Daisies
1998,La muerte de un burócrata
1999,The Defector
2000,Degueyo
2001,The Diabolical Dr. Z
2002,Dimension 5
2003,Le deuxième souffle
2004,Dr. Goldfoot and the Girl Bombs
2005,Dutchman
2006,"Ebirah, Horror of the Deep"
2007,The Elusive Avengers
2008,Eye of the Devil
2009,The Face of Another
2010,The Family Way
2011,Fighting Elegy
2012,L'armata Brancaleone
2013,The Game Is Over
2014,The Ghost in the Invisible Bikini
2015,The Great St Trinian's Train Robbery
2016,The Hawks and the Sparrows
2017,The Hellbenders
2018,Here Is Your Life
2019,The Hills Run Red
2020,Hotel Paradiso
2021,The Hunchback of Soho
2022,Hunger
2023,Island of Terror
2024,It Happened Here
2025,Jack Frost
2026,"John F. Kennedy: Years of Lightning, Day of Drums"
2027,Johnny Yuma
2028,Kaleidoscope
2029,Khartoum
2030,"Kill, Baby, Kill"
2031,Lightning Bolt
2032,Mademoiselle
2033,Mamta
2034,Palme d'Or
